size_m2,location,year_built,num_rooms,near_main_road,water_available,electricity_available,record_year,rent_price_rwf
232,Gisozi,2011,1,1,1,1,2022,465248
238,Kicukiro,2003,2,0,0,1,2025,658016
301,Kiyovu,2009,6,1,1,1,2025,2150790
279,Remera,2010,4,1,1,1,2021,972123
327,Kacyiru,2019,3,1,1,1,2022,969701
207,Gisozi,2004,5,1,1,1,2021,543113
111,Remera,2000,6,1,0,1,2023,851325
155,Nyarutarama,2012,2,1,1,0,2025,1141684
148,Gacuriro,2003,1,1,1,1,2026,1127668
178,Remera,1999,1,1,0,1,2025,818638
45,Nyarutarama,2023,1,0,0,0,2024,324078
188,Kanombe,2024,4,0,1,1,2021,477803
130,Remera,2023,1,1,1,1,2026,763877
149,Kiyovu,1999,4,1,1,1,2022,728491
131,Kimironko,2016,2,0,1,1,2023,478783
308,Remera,2014,4,0,0,1,2022,919212
67,Gacuriro,2000,1,0,1,1,2022,107254
202,Kacyiru,2001,2,1,1,1,2025,1071544
109,Kiyovu,2012,3,1,1,1,2025,1116900
55,Nyarutarama,2014,2,0,0,1,2021,421352
102,Gacuriro,2024,4,1,1,1,2026,1433487
100,Kicukiro,2024,3,0,1,1,2022,426962
313,Kiyovu,1995,2,1,0,1,2024,1354469
44,Kimihurura,2023,3,0,1,1,2026,1021743
243,Gisozi,2020,6,0,1,1,2025,993972
127,Kimironko,2012,4,1,1,1,2023,689584
358,Kimihurura,2007,6,1,1,1,2024,1766345
364,Kimihurura,2008,6,1,1,1,2021,1238240
169,Kicukiro,2019,4,0,1,1,2022,501969
381,Gisozi,2001,1,1,1,1,2022,580788
68,Kiyovu,2022,2,1,1,1,2026,966224
116,Gacuriro,2005,4,1,1,1,2024,1238167
265,Kanombe,2003,2,1,0,1,2021,327663
321,Kanombe,2015,6,1,1,1,2021,624356
349,Kimihurura,2007,6,1,0,1,2021,1106810
106,Kanombe,2005,3,0,1,1,2025,583349
255,Remera,2019,1,1,1,0,2021,762633
64,Gacuriro,2013,4,1,1,0,2025,908291
142,Kacyiru,2021,3,1,1,1,2024,866790
93,Gacuriro,1995,2,1,0,1,2025,789437
299,Kanombe,1999,6,0,1,1,2022,650113
396,Gacuriro,2010,4,1,1,1,2024,2249474
79,Remera,2024,1,0,1,1,2022,310358
321,Kanombe,2005,5,0,1,1,2026,886581
82,Kimironko,1995,6,1,1,0,2021,732265
393,Nyarutarama,2004,1,0,1,1,2023,1611024
205,Kicukiro,2024,3,1,1,1,2025,815210
215,Kanombe,1999,5,0,1,1,2025,693241
395,Kimironko,2005,4,0,1,1,2025,1291460
100,Kimironko,1995,6,0,1,1,2023,605535
331,Kimihurura,2023,1,1,1,1,2025,1773213
80,Nyarutarama,2007,2,0,1,1,2025,889337
321,Kanombe,2007,2,0,1,1,2025,618968
140,Kanombe,1996,5,1,1,1,2023,399931
53,Remera,2014,4,1,0,1,2024,640837
349,Kicukiro,2023,6,1,0,1,2026,1158768
211,Kimihurura,2021,1,1,1,1,2026,1238862
353,Gacuriro,2013,5,1,1,1,2025,2192707
339,Remera,1998,1,1,1,1,2021,722421
336,Kiyovu,2018,3,0,1,1,2022,1247031
148,Kacyiru,2009,6,1,1,1,2021,742785
286,Kacyiru,2010,3,0,1,1,2024,1022145
302,Kimironko,1996,4,1,0,1,2023,787283
56,Nyarutarama,2006,4,1,1,1,2024,1305254
364,Kanombe,1997,1,0,1,1,2022,390814
196,Nyarutarama,2019,4,1,1,1,2024,1723038
130,Kimihurura,2004,5,0,1,1,2023,1017971
254,Kimironko,2016,3,1,1,1,2021,726490
117,Kacyiru,1995,4,1,1,1,2021,602467
392,Kimihurura,1997,4,0,1,1,2025,1859751
241,Kimihurura,2002,4,1,1,0,2024,1391455
227,Gacuriro,2006,4,0,1,1,2021,935060
304,Remera,2020,6,1,1,1,2025,1478017
133,Kiyovu,2019,6,1,0,1,2024,1465328
92,Kiyovu,2022,3,1,1,1,2024,1257639
159,Kiyovu,2021,2,0,1,1,2026,1301889
70,Kacyiru,2006,5,1,1,1,2026,971944
389,Kanombe,2004,5,1,1,1,2026,1145644
95,Kiyovu,2015,1,1,1,1,2025,891301
79,Gisozi,2018,3,0,0,1,2022,429929
59,Gisozi,1998,5,0,0,1,2024,246373
352,Gisozi,2007,2,0,1,1,2025,674971
60,Gisozi,2003,5,1,1,1,2021,475378
149,Kacyiru,1999,3,1,1,1,2024,876735
353,Kimihurura,2021,6,1,0,1,2025,2100237
299,Kimihurura,2018,2,1,1,1,2026,1787223
311,Kiyovu,2024,1,0,1,1,2021,799578
219,Gisozi,2016,4,1,1,1,2022,671217
213,Kanombe,2010,5,1,1,1,2022,489259
74,Kicukiro,2005,2,1,1,1,2023,279355
106,Gisozi,1999,4,1,1,1,2022,415360
41,Kimironko,2022,6,0,1,1,2024,711920
325,Kacyiru,2001,4,1,0,1,2023,1134743
221,Kiyovu,1999,6,1,1,1,2022,1378024
56,Gisozi,2018,6,0,0,1,2022,356106
302,Gisozi,2016,5,0,1,1,2021,563337
384,Gacuriro,2015,4,1,0,1,2024,2044064
349,Kanombe,2015,5,1,0,1,2025,1128787
50,Kicukiro,2007,5,0,0,1,2022,398373
356,Kiyovu,2006,5,1,0,1,2022,1514247
251,Kiyovu,2012,1,1,0,0,2022,641669
256,Kanombe,2000,4,1,1,1,2025,960213
381,Kimironko,2007,6,1,1,1,2026,1633406
31,Remera,2018,2,1,0,0,2024,350251
211,Kimironko,2023,1,1,1,1,2026,1057979
233,Gacuriro,2012,1,1,1,1,2022,1118378
42,Kimironko,2018,1,1,1,0,2023,233441
174,Kanombe,2014,2,1,1,1,2026,700057
230,Kimihurura,2000,6,0,1,1,2025,1674240
99,Kacyiru,2021,4,1,1,1,2024,830070
217,Kiyovu,2010,6,1,1,1,2023,1655731
341,Gisozi,2000,6,1,1,1,2022,1036195
349,Kimironko,2007,4,1,1,1,2021,885591
301,Remera,2011,5,1,1,1,2025,1225921
247,Kanombe,2000,3,0,1,1,2023,367420
95,Gisozi,2017,2,1,1,1,2021,361503
231,Nyarutarama,2000,6,1,1,1,2025,2048280
246,Kimironko,2010,2,1,1,1,2025,1163735
270,Kacyiru,2018,1,0,1,1,2021,568143
262,Nyarutarama,2017,6,1,1,0,2026,2224113
239,Kiyovu,2001,2,1,1,1,2023,1200292
188,Kimironko,2017,5,1,0,1,2026,1084365
191,Gisozi,2018,5,1,1,1,2023,743758
180,Gisozi,2011,6,1,1,1,2022,410692
85,Kiyovu,2002,6,1,1,0,2023,815871
63,Kimironko,2008,2,0,1,1,2021,442026
247,Kanombe,2022,3,0,1,1,2024,609358
386,Gisozi,2010,3,1,1,1,2024,810717
351,Gacuriro,2004,6,1,1,1,2025,2257388
168,Nyarutarama,2023,4,1,1,1,2023,1571190
144,Kimironko,2010,1,1,0,1,2024,518241
280,Kimihurura,2022,5,1,1,1,2021,1062968
290,Gisozi,2015,3,1,1,0,2021,614953
242,Kicukiro,2001,5,1,1,1,2025,841087
307,Kimihurura,2001,5,0,1,1,2023,1305258
148,Kacyiru,2017,5,0,1,1,2024,820310
323,Gacuriro,2018,5,1,1,1,2026,2452970
302,Nyarutarama,1996,1,1,1,1,2025,1893191
176,Kimironko,2008,2,1,1,1,2026,794508
302,Gisozi,2019,6,1,0,1,2025,1004693
208,Kanombe,2014,4,1,1,1,2026,766223
271,Gisozi,2001,5,1,1,1,2026,1112949
115,Kiyovu,2017,2,1,0,1,2024,856411
397,Kicukiro,2021,4,1,1,1,2022,1020639
144,Kicukiro,2006,5,1,1,1,2022,628244
134,Gisozi,2001,2,1,1,1,2026,557686
211,Kimironko,2012,6,0,1,1,2022,636532
93,Kacyiru,2019,2,1,0,1,2025,495657
181,Kimihurura,2003,3,1,0,1,2022,732601
89,Kiyovu,2021,4,1,1,1,2026,1336433
132,Kanombe,2023,5,1,1,1,2026,725657
298,Kacyiru,2005,3,1,1,1,2023,1037614
225,Gisozi,2019,2,1,1,1,2022,512165
187,Nyarutarama,2024,6,1,1,1,2026,2299378
117,Kicukiro,2024,2,1,1,1,2023,643023
265,Nyarutarama,2019,2,0,1,1,2025,1414939
122,Remera,2023,1,0,1,0,2022,276201
230,Kiyovu,2009,5,1,1,1,2026,2095874
208,Gacuriro,1995,2,0,1,1,2022,851635
326,Remera,2004,2,1,0,1,2023,875356
229,Gacuriro,2021,6,1,0,1,2021,1065879
281,Gacuriro,2020,6,1,1,1,2024,1962461
270,Remera,2006,4,1,0,0,2022,743424
158,Kacyiru,2014,5,1,0,1,2021,641705
91,Gacuriro,2016,3,1,0,1,2023,797568
189,Remera,2020,5,0,1,1,2021,584494
309,Kanombe,2014,6,0,0,1,2026,1091594
174,Kicukiro,2017,4,1,0,1,2025,590655
154,Kacyiru,2015,4,1,1,1,2023,670891
366,Gacuriro,2022,4,1,1,0,2025,2247488
136,Kimihurura,2000,5,0,1,1,2024,1112546
332,Kanombe,2002,5,1,1,1,2024,874495
315,Kanombe,2018,4,1,1,1,2021,593867
128,Kicukiro,2013,2,1,1,1,2021,487623
68,Kacyiru,2018,5,0,1,1,2024,672772
73,Gacuriro,2023,1,0,1,0,2024,464857
81,Nyarutarama,2010,6,0,1,1,2022,911004
323,Kicukiro,2017,4,0,1,1,2026,1222147
122,Gisozi,1996,4,1,0,1,2023,452616
44,Remera,1998,1,0,1,1,2022,285779
90,Nyarutarama,2005,3,1,0,1,2026,1166489
189,Gisozi,2020,2,1,1,1,2024,788958
209,Kacyiru,2019,4,0,1,1,2025,936024
132,Kimironko,2010,3,1,0,1,2022,567600
192,Gisozi,2012,2,1,1,1,2026,823592
58,Kacyiru,2016,4,1,0,1,2022,394611
127,Kimironko,2019,5,1,1,1,2021,622579
353,Gacuriro,2019,5,0,1,1,2021,1403822
262,Kanombe,1995,3,1,1,1,2023,696414
330,Remera,2022,4,1,1,1,2024,1346402
74,Kicukiro,1996,5,1,0,1,2021,144049
396,Kanombe,2015,1,0,1,1,2022,619656
399,Nyarutarama,2014,6,0,1,1,2021,1677701
121,Gacuriro,2010,2,1,1,1,2025,1005983
182,Kiyovu,2024,1,1,0,0,2021,674637
292,Remera,1998,6,1,1,1,2023,1171569
383,Gisozi,2001,4,1,1,1,2023,1021857
52,Kimironko,2016,5,1,1,1,2022,437796
393,Kimihurura,2017,1,0,0,1,2022,851273
279,Kacyiru,2012,2,1,1,1,2022,697119
199,Kimihurura,2022,3,1,1,1,2024,1261650
82,Nyarutarama,2007,3,1,1,1,2025,1210956
389,Kimihurura,2013,4,1,1,1,2026,2400690
52,Kimihurura,2018,4,1,0,1,2023,652769
182,Gacuriro,2022,3,0,1,1,2024,895783
353,Kacyiru,2022,2,1,0,1,2023,887639
213,Remera,2012,4,1,1,1,2021,796054
190,Kimironko,1998,5,1,1,1,2025,1119847
234,Remera,2002,3,1,1,1,2021,601119
348,Remera,2011,1,0,0,1,2024,1018897
71,Kimihurura,2006,3,0,1,1,2021,509612
182,Kiyovu,2021,6,0,1,1,2021,1011730
58,Kiyovu,2003,4,0,1,1,2023,749957
121,Gisozi,2002,4,0,1,1,2021,269217
148,Gacuriro,2015,2,1,1,1,2021,917878
68,Gacuriro,2007,1,1,1,1,2025,745723
333,Gisozi,1997,4,1,1,1,2022,669963
243,Kimironko,2006,6,1,1,1,2021,813486
393,Kimironko,2011,3,0,1,1,2023,793887
207,Kimihurura,2005,3,0,1,1,2026,1145453
376,Kimihurura,2009,1,0,1,1,2025,1512266
217,Gacuriro,2007,1,1,1,1,2025,1289541
349,Kiyovu,1999,1,1,1,1,2023,1569823
310,Gisozi,2013,1,1,0,1,2026,875540
122,Nyarutarama,2007,1,1,1,1,2023,847746
252,Kimironko,2013,3,1,0,1,2023,872242
113,Kimihurura,2000,6,0,1,1,2024,1115609
354,Gisozi,2010,2,1,0,1,2025,936260
57,Kicukiro,2023,6,1,1,1,2026,830588
100,Gisozi,1997,2,1,1,1,2024,447975
134,Nyarutarama,2000,3,1,1,1,2022,1042434
235,Kacyiru,2013,5,1,0,1,2026,1232457
369,Kimihurura,2001,2,1,1,1,2025,1740405
170,Kimironko,2014,1,1,0,0,2024,566147
336,Kimironko,2012,6,0,1,1,2024,1290775
364,Gisozi,2023,6,1,1,1,2025,1275711
250,Gacuriro,2012,1,1,1,1,2022,1102332
242,Nyarutarama,2015,2,1,0,1,2024,1417348
148,Kimihurura,2010,2,0,1,1,2023,650645
297,Kiyovu,2017,2,0,1,1,2022,948519
223,Kanombe,1995,6,0,0,1,2024,470107
173,Gisozi,1995,5,1,0,1,2026,816043
74,Gacuriro,2017,4,0,0,1,2023,788084
330,Kacyiru,2024,1,0,1,1,2021,688018
303,Gacuriro,2024,4,1,1,1,2022,1583586
245,Kanombe,2009,6,0,1,1,2025,881406
201,Remera,2020,1,0,0,1,2024,694419
272,Kimihurura,2021,6,0,1,1,2024,1546012
149,Nyarutarama,1999,1,0,0,1,2022,457014
79,Remera,2010,2,1,1,1,2021,352753
340,Kanombe,2003,1,0,0,1,2022,557730
238,Nyarutarama,2020,3,0,1,1,2026,1616373
81,Kanombe,1995,1,1,1,1,2022,231438
174,Kiyovu,2004,5,1,0,1,2022,1008160
338,Kicukiro,2018,6,1,1,0,2022,653913
102,Kimihurura,2005,5,1,0,1,2026,1277827
61,Kanombe,2019,6,1,1,1,2024,617354
162,Kimironko,2012,4,0,1,1,2024,521749
310,Kacyiru,2021,3,0,1,1,2022,799290
117,Kiyovu,2014,2,0,1,1,2023,807535
131,Kiyovu,2019,3,0,1,1,2026,1124359
32,Kacyiru,2013,3,1,1,0,2023,413847
365,Kimironko,2015,1,1,1,1,2024,1151712
372,Remera,2003,2,1,1,1,2021,764741
105,Remera,1996,3,1,1,1,2023,709768
292,Gacuriro,2003,5,0,0,1,2025,1747545
372,Nyarutarama,2005,3,1,0,1,2024,1820559
197,Nyarutarama,2001,2,1,0,1,2025,1211385
97,Gacuriro,1996,6,1,1,1,2022,1103919
310,Kacyiru,2007,3,0,1,1,2026,1141138
311,Kimihurura,1998,5,1,1,1,2021,1136014
58,Remera,2009,4,0,0,1,2022,376915
344,Kanombe,2011,1,1,1,1,2026,804161
41,Gisozi,2005,3,1,1,1,2022,521400
165,Remera,2013,6,1,1,1,2024,1196651
394,Remera,2021,1,1,1,0,2024,1155623
105,Kanombe,2009,1,1,1,1,2024,217516
251,Remera,2020,5,1,1,1,2022,1176947
280,Remera,2002,1,1,1,1,2022,853038
143,Gisozi,2019,2,1,0,1,2022,398918
38,Kimihurura,2020,6,1,1,1,2024,1166612
176,Kimironko,2023,6,1,0,1,2023,857831
194,Kacyiru,2005,5,1,1,0,2023,821882
370,Kiyovu,2013,2,1,1,1,2024,1785252
63,Gacuriro,2003,2,0,1,1,2025,743889
217,Gisozi,2020,4,0,0,1,2022,303662
141,Kiyovu,1997,2,0,1,1,2021,422341
374,Kimironko,2020,5,1,1,1,2025,1426623
225,Remera,2020,2,1,1,1,2023,778222
317,Kimihurura,2011,4,1,1,1,2024,1608642
372,Gacuriro,2017,6,1,1,1,2024,2307798
324,Kacyiru,2008,1,1,1,1,2021,875262
218,Kanombe,2007,4,0,1,0,2022,631832
300,Kicukiro,2013,4,0,1,1,2021,750814
122,Kanombe,2003,2,1,1,1,2024,355470
73,Nyarutarama,2011,6,1,1,1,2024,1331434
51,Kacyiru,2019,4,1,1,1,2021,384554
204,Kimihurura,2006,5,1,1,1,2022,1101961
51,Kicukiro,2005,2,1,1,1,2026,509975
141,Kacyiru,1998,6,0,0,1,2026,848294
313,Kiyovu,2019,5,0,1,0,2022,1321874
104,Kimironko,2013,6,0,0,1,2023,676032
235,Remera,2002,3,1,1,1,2021,793655
191,Nyarutarama,2014,1,1,0,1,2024,971055
225,Gisozi,1999,4,1,1,1,2021,557018
352,Kimihurura,1997,1,1,1,1,2023,1230085
376,Gacuriro,2013,5,1,0,1,2024,2080137
129,Remera,2020,6,0,0,1,2025,1013307
262,Kanombe,2000,1,0,1,1,2026,548374
48,Kiyovu,2007,2,1,1,1,2024,613507
229,Kacyiru,1999,5,1,1,1,2022,714513
181,Kiyovu,1997,4,1,1,1,2021,942931
170,Nyarutarama,2014,1,1,1,1,2026,1392407
317,Kiyovu,2018,3,1,1,0,2022,1308594
55,Nyarutarama,2017,5,1,1,1,2024,1207195
109,Kicukiro,2021,3,0,1,1,2021,427118
394,Kicukiro,2022,4,1,1,1,2024,1106266
239,Kiyovu,2002,6,0,1,1,2025,1689096
236,Gisozi,1995,2,1,1,1,2022,570472
207,Kiyovu,2018,1,1,1,1,2022,852662
354,Nyarutarama,2008,1,1,1,0,2026,1940976
204,Kacyiru,2023,4,0,1,1,2025,1043768
147,Kimironko,2010,5,1,1,1,2022,632104
270,Kicukiro,2007,5,1,1,1,2021,620944
152,Kimihurura,2021,3,1,1,1,2021,967520
337,Nyarutarama,1999,3,1,1,1,2022,1606820
107,Kimihurura,2020,2,1,1,1,2023,816803
222,Kimironko,2012,2,1,0,1,2022,429257
241,Kiyovu,2005,6,1,1,0,2026,1903628
372,Remera,2017,4,1,0,1,2023,1394960
399,Gisozi,2015,2,1,1,1,2026,1223112
67,Gacuriro,2000,4,0,1,1,2024,861075
99,Remera,2020,5,0,1,1,2024,734560
59,Kicukiro,2004,2,0,0,1,2025,433352
322,Kiyovu,2012,2,1,1,1,2022,1188989
127,Nyarutarama,1999,3,0,0,1,2026,878442
137,Kimironko,1997,2,1,1,1,2021,361569
73,Kicukiro,2014,3,1,1,1,2024,607447
295,Kanombe,2008,3,0,1,1,2024,457517
81,Nyarutarama,1997,6,1,1,1,2023,1123699
123,Kicukiro,2020,1,1,1,0,2021,209658
316,Kimironko,2023,3,0,1,1,2022,817089
283,Remera,2016,4,1,1,1,2024,1267453
309,Kimihurura,2014,4,0,1,1,2024,1286782
39,Kacyiru,1996,4,0,1,1,2024,435019
361,Nyarutarama,2004,4,0,0,1,2021,1197466
104,Remera,2009,4,1,1,1,2026,998924
345,Gacuriro,2003,3,1,1,1,2026,2140600
139,Remera,2020,5,0,1,1,2024,901963
371,Nyarutarama,2012,4,0,1,1,2023,1781862
182,Kicukiro,2013,3,1,1,1,2022,561203
330,Kimironko,2013,4,1,1,1,2025,1262347
37,Kacyiru,2019,2,0,1,1,2026,430852
98,Kicukiro,1998,4,0,1,1,2023,290234
175,Kanombe,2024,3,1,1,1,2021,404687
130,Kacyiru,2023,6,1,1,1,2023,718370
34,Remera,2016,1,0,1,1,2021,220396
322,Kiyovu,1996,2,0,1,1,2022,1154228
137,Kicukiro,2003,5,0,1,1,2026,560682
355,Kacyiru,2009,5,1,1,1,2022,999243
99,Remera,2012,6,1,1,0,2026,923792
150,Kanombe,2022,3,1,1,1,2024,653875
44,Kimironko,2013,2,1,1,1,2023,319769
207,Kimihurura,2017,1,1,1,1,2025,987578
112,Gacuriro,1995,2,1,0,1,2026,921872
377,Kanombe,1999,5,1,1,0,2025,1062054
392,Kicukiro,1995,4,1,1,1,2024,1063412
261,Kiyovu,2001,4,0,1,1,2024,1342381
344,Kicukiro,2006,6,1,1,1,2021,674232
387,Kanombe,2019,1,1,1,1,2023,562598
347,Gisozi,1999,2,0,1,1,2021,562316
166,Kiyovu,2020,5,0,0,1,2022,861297
112,Gacuriro,2014,1,1,1,1,2026,1183817
253,Kacyiru,2014,6,1,0,1,2022,950892
242,Kicukiro,2011,6,1,1,1,2022,805817
333,Remera,2009,1,1,1,1,2026,1334165
168,Nyarutarama,2005,1,1,1,1,2022,1040673
127,Remera,2024,5,0,1,1,2023,678440
238,Kicukiro,2022,1,0,1,1,2024,600869
207,Kiyovu,2016,2,1,1,1,2026,1521809
256,Kiyovu,2008,2,1,1,1,2025,1618590
249,Nyarutarama,1999,1,0,1,1,2025,1454618
298,Kacyiru,2007,6,1,1,0,2026,1369811
395,Kacyiru,2013,3,0,1,1,2021,738037
302,Remera,2005,2,1,1,1,2026,1227801
75,Kanombe,2019,4,0,1,1,2021,169892
239,Gisozi,2013,1,0,0,0,2024,384852
275,Kimihurura,2018,4,1,1,1,2024,1527649
125,Kicukiro,2010,2,1,1,1,2024,336919
333,Kiyovu,1995,1,1,1,1,2024,1417789
344,Kimihurura,2022,4,1,1,1,2026,2210807
276,Remera,2016,5,0,1,0,2026,1380810
282,Kimironko,2005,4,1,1,1,2022,810297
207,Gisozi,2013,5,1,1,1,2026,637527
377,Gacuriro,2003,2,1,1,1,2023,1561564
370,Kanombe,2023,6,0,1,1,2022,601493
246,Kimironko,1999,2,1,1,1,2022,836018
116,Remera,2000,6,1,1,1,2022,833493
218,Kiyovu,2022,2,0,0,0,2022,720388
316,Remera,2013,4,1,0,1,2022,1005433
300,Kimironko,2003,2,1,1,1,2021,596942
134,Kimironko,2004,6,1,1,0,2024,722223
254,Kimihurura,2016,6,0,1,1,2023,1319497
36,Kimihurura,2002,2,0,1,1,2022,227616
192,Remera,2009,2,0,1,1,2023,560891
167,Remera,2012,2,0,1,1,2021,486278
199,Nyarutarama,1999,1,1,1,1,2022,785879
226,Remera,2000,4,1,0,1,2023,901003
40,Remera,2004,2,1,1,0,2024,349010
100,Kimihurura,2021,2,1,1,1,2024,983371
80,Kimironko,1995,6,0,1,1,2022,398442
343,Gacuriro,2024,3,1,0,1,2026,1917031
237,Gacuriro,2004,5,0,1,1,2024,1641560
191,Kacyiru,2018,1,0,1,1,2022,406716
125,Gacuriro,2004,4,1,1,1,2026,1682328
266,Kimironko,2022,6,1,1,1,2026,1458072
116,Remera,2013,2,0,1,1,2021,354075
76,Remera,2016,3,0,1,1,2025,583681
84,Kacyiru,2013,3,0,0,1,2025,529497
298,Kacyiru,2003,6,1,1,1,2022,1019022
70,Remera,2023,4,0,1,1,2023,487843
363,Gisozi,2005,6,0,1,1,2025,1215861
373,Kiyovu,2021,5,1,1,1,2026,2454693
357,Kimihurura,2021,6,0,1,0,2022,1295183
366,Kimironko,2015,2,1,1,1,2026,1290103
46,Kimihurura,2019,6,0,1,1,2025,1070301
308,Nyarutarama,1998,4,1,1,1,2025,2206562
316,Gisozi,2011,6,1,1,1,2025,1197186
347,Kiyovu,2002,3,1,0,0,2022,1258862
294,Kicukiro,2004,5,1,1,1,2026,1222411
194,Kimihurura,1995,3,0,1,1,2024,1028940
367,Kiyovu,2001,4,1,1,1,2024,1856239
195,Kiyovu,2005,4,1,0,1,2021,910384
170,Kicukiro,2016,2,1,1,1,2021,257529
215,Gacuriro,2003,3,1,0,0,2022,896055
376,Remera,2000,6,0,1,1,2022,1043289
365,Nyarutarama,2005,5,0,1,0,2021,1423413
303,Kiyovu,2009,3,1,1,1,2022,1416332
99,Kimironko,2017,2,1,1,1,2023,369913
214,Nyarutarama,1997,3,1,1,1,2022,1281226
303,Kacyiru,1999,1,1,1,1,2024,1053189
206,Kanombe,2019,6,0,1,1,2021,496269
284,Kimihurura,1998,6,0,1,1,2023,1324091
87,Nyarutarama,2023,6,1,1,0,2026,1700302
208,Kanombe,1996,6,0,1,1,2026,707171
349,Nyarutarama,2020,5,1,0,1,2026,2501753
271,Kicukiro,2013,5,1,1,1,2021,640878
109,Remera,2022,4,1,1,1,2025,974173
263,Remera,1999,6,0,1,1,2026,1412664
284,Kanombe,2015,6,0,1,0,2026,913976
336,Remera,2005,4,1,1,1,2024,1309859
375,Kanombe,2003,4,1,1,1,2022,656918
157,Gacuriro,2012,6,0,1,1,2025,1658164
265,Kimihurura,2021,4,1,1,0,2023,1253783
373,Kimihurura,2014,3,1,1,1,2023,1648838
208,Gisozi,2024,5,0,1,1,2024,682799
367,Kimironko,1999,2,1,1,1,2023,1112738
290,Kanombe,1995,6,1,1,1,2024,878712
136,Kicukiro,2017,6,0,1,1,2024,551176
275,Kiyovu,2017,5,1,0,1,2023,1439250
148,Kimihurura,2005,3,1,1,1,2023,1026591
246,Kimironko,2021,4,0,1,1,2022,580353
376,Kacyiru,2002,4,0,1,1,2023,1350495
307,Kicukiro,2002,1,1,1,1,2021,575942
313,Nyarutarama,2009,6,1,1,1,2024,2095156
319,Kacyiru,2020,1,0,0,1,2021,683482
187,Kicukiro,2008,6,1,1,1,2021,663207
358,Kimironko,2016,6,1,1,0,2026,1579565
57,Remera,1995,4,0,1,1,2025,747719
231,Kimihurura,2000,2,0,0,1,2021,554106
379,Gacuriro,2021,5,1,1,1,2024,2334008
376,Nyarutarama,2007,3,1,1,1,2021,1394948
36,Kimihurura,2016,2,0,0,0,2024,388115
138,Remera,2023,5,1,1,1,2026,1012930
235,Remera,2009,2,1,1,1,2023,798964
360,Gisozi,2022,3,1,1,1,2022,812466
90,Nyarutarama,1999,4,0,1,1,2024,1109255
113,Kiyovu,2019,5,0,1,0,2021,454092
297,Kanombe,2021,2,1,0,1,2022,573533
97,Remera,2016,5,1,1,1,2023,765315
372,Kiyovu,2017,2,1,1,1,2024,1920433
361,Gisozi,2016,4,1,1,1,2025,1118078
342,Remera,2002,3,1,1,1,2021,947800
81,Remera,2005,4,1,1,1,2025,851295
181,Kimihurura,2008,4,0,1,1,2023,973707
319,Gisozi,2000,1,1,1,1,2022,718018
194,Gisozi,1995,1,0,1,1,2023,352479
74,Gisozi,2001,6,0,1,1,2022,535424
306,Kimihurura,2005,4,1,1,1,2021,1124930
108,Gisozi,2012,6,0,1,1,2025,657332
44,Kicukiro,2018,5,1,1,1,2026,698458
55,Gisozi,2004,5,0,1,1,2025,458915
68,Remera,2024,6,1,1,1,2024,842398
304,Remera,2001,4,1,1,1,2025,1358968
211,Kimihurura,2011,1,1,1,1,2023,893721
357,Kanombe,2018,4,0,1,0,2024,873070
182,Nyarutarama,2005,4,1,1,1,2021,1121175
131,Nyarutarama,2000,1,1,1,1,2022,783168
386,Kimironko,2006,2,1,1,0,2026,1327192
368,Gisozi,2023,3,1,0,1,2025,1102272
155,Nyarutarama,2020,3,0,1,1,2023,830690
397,Kimironko,2019,3,0,1,1,2025,1170109
203,Gisozi,2021,1,1,1,1,2021,349597
57,Kimihurura,2006,3,0,1,0,2026,625210
131,Gacuriro,2013,6,0,1,1,2026,1673419
161,Kicukiro,2017,4,0,1,1,2023,546889
231,Kicukiro,1995,6,1,0,1,2026,968249
172,Gisozi,2001,6,1,1,1,2023,702583
35,Remera,2017,3,1,1,1,2025,748427
82,Kanombe,2021,2,1,1,1,2025,515824
98,Kiyovu,2002,3,0,0,0,2022,414464
354,Gacuriro,1998,6,0,0,1,2024,2088471
213,Kanombe,2011,4,1,1,1,2025,533605
329,Kicukiro,2008,2,0,1,1,2023,602485
99,Gisozi,2015,5,0,1,1,2026,632130
48,Nyarutarama,2005,4,0,1,1,2023,655225
132,Kanombe,2023,6,1,0,1,2025,751161
318,Gisozi,2007,2,1,1,1,2022,654591
114,Kacyiru,2005,1,0,1,0,2022,378278
278,Kiyovu,1997,3,1,1,1,2022,1069321
266,Kanombe,2001,6,1,1,1,2025,927164
218,Kimihurura,2000,1,0,1,1,2021,674835
151,Kiyovu,1996,5,1,1,1,2025,1464908
262,Kacyiru,2010,3,1,1,1,2023,890976
331,Gisozi,1996,2,0,1,1,2026,726750
30,Kimihurura,2009,6,1,1,1,2024,896074
347,Kimihurura,2002,2,0,1,1,2026,1693474
110,Kicukiro,1997,2,1,1,1,2026,783833
100,Gacuriro,1997,2,1,1,1,2023,823037
260,Kimihurura,2004,6,1,1,1,2022,1231551
283,Kanombe,1997,4,1,1,1,2023,610306
139,Kanombe,2021,5,1,0,1,2022,425021
153,Kacyiru,2014,5,0,1,1,2025,932515
321,Remera,2003,4,0,1,1,2023,886085
66,Gacuriro,2022,5,0,1,1,2022,820749
160,Gacuriro,2004,6,1,1,1,2023,1433164
378,Gacuriro,2016,3,1,1,1,2021,1384700
269,Remera,2011,4,1,1,1,2022,971183
380,Kanombe,2019,3,0,1,1,2023,595187
198,Kimihurura,1995,4,1,1,0,2026,1177450
